filepath,emotion,sentiment,transcription,true_sentiment,pred_sentiment
Crema/1048_ITH_ANG_XX.wav,angry,unsatisfied,i think i have a doctor's appointment,unsatisfied,unsatisfied
Crema/1048_ITH_DIS_XX.wav,disgust,unsatisfied,i think i have a doctor's appointment,unsatisfied,unsatisfied
Crema/1048_ITH_FEA_XX.wav,fear,unsatisfied,i think i have a doctor's appointment,unsatisfied,unsatisfied
Crema/1048_ITH_HAP_XX.wav,happy,satisfied,i think i am a doctor's appointment,satisfied,unsatisfied
Crema/1048_ITH_NEU_XX.wav,neutral,neutral,i think i have a doctor's appointment,neutral,unsatisfied
Crema/1048_ITH_SAD_XX.wav,sad,unsatisfied,i think i have a docher's appointet,unsatisfied,unsatisfied
Crema/1048_ITS_ANG_XX.wav,angry,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1048_ITS_DIS_XX.wav,disgust,unsatisfied,i think ihave seen this before,unsatisfied,unsatisfied
Crema/1048_ITS_FEA_XX.wav,fear,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1048_ITS_HAP_XX.wav,happy,satisfied,i think i've seen this before,satisfied,unsatisfied
Crema/1048_ITS_NEU_XX.wav,neutral,neutral,i think i've seen this before,neutral,unsatisfied
Crema/1048_ITS_SAD_XX.wav,sad,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1048_IWL_ANG_XX.wav,angry,unsatisfied,i would like a new alarmclock,unsatisfied,unsatisfied
Crema/1048_IWL_DIS_XX.wav,disgust,unsatisfied,i would like a new alarm clock,unsatisfied,unsatisfied
Crema/1048_IWL_FEA_XX.wav,fear,unsatisfied,i would leke you do a larm cluck,unsatisfied,unsatisfied
Crema/1048_IWL_HAP_XX.wav,happy,satisfied,i would like a do alarm clock,satisfied,unsatisfied
Crema/1048_IWL_NEU_XX.wav,neutral,neutral,i would like a new alarm clock,neutral,unsatisfied
Crema/1048_IWL_SAD_XX.wav,sad,unsatisfied,i would like a new alarm clock,unsatisfied,unsatisfied
Crema/1048_IWW_ANG_XX.wav,angry,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1048_IWW_DIS_XX.wav,disgust,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1048_IWW_FEA_XX.wav,fear,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1048_IWW_HAP_XX.wav,happy,satisfied,i wonder what this is about,satisfied,satisfied
Crema/1048_IWW_NEU_XX.wav,neutral,neutral,i wonder what this is about,neutral,satisfied
Crema/1048_IWW_SAD_XX.wav,sad,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1048_MTI_ANG_XX.wav,angry,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1048_MTI_DIS_XX.wav,disgust,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1048_MTI_FEA_XX.wav,fear,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1048_MTI_HAP_XX.wav,happy,satisfied,maybe to morrow it will be cold,satisfied,unsatisfied
Crema/1048_MTI_NEU_XX.wav,neutral,neutral,maybe to morrow it will be cold,neutral,unsatisfied
Crema/1048_MTI_SAD_XX.wav,sad,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1048_TAI_ANG_XX.wav,angry,unsatisfied,the aeroplane is almost full,unsatisfied,satisfied
Crema/1048_TAI_DIS_XX.wav,disgust,unsatisfied,the air clean is almost full,unsatisfied,satisfied
Crema/1048_TAI_FEA_XX.wav,fear,unsatisfied,the airplane is almost full,unsatisfied,satisfied
Crema/1048_TAI_HAP_XX.wav,happy,satisfied,the aeroplane is almost full,satisfied,satisfied
Crema/1048_TAI_NEU_XX.wav,neutral,neutral,the airplane is almost full,neutral,satisfied
Crema/1048_TAI_SAD_XX.wav,sad,unsatisfied,the airplane is almost full,unsatisfied,satisfied
Crema/1048_TIE_ANG_XX.wav,angry,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1048_TIE_DIS_XX.wav,disgust,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1048_TIE_FEA_XX.wav,fear,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1048_TIE_HAP_XX.wav,happy,satisfied,that is exactly what happened,satisfied,satisfied
Crema/1048_TIE_NEU_XX.wav,neutral,neutral,that is exactly what happened,neutral,satisfied
Crema/1048_TIE_SAD_XX.wav,sad,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1048_TSI_ANG_XX.wav,angry,unsatisfied,the surface is slick,unsatisfied,satisfied
Crema/1048_TSI_DIS_XX.wav,disgust,unsatisfied,the surfaces slek,unsatisfied,unsatisfied
Crema/1048_TSI_FEA_XX.wav,fear,unsatisfied,a certasis lik,unsatisfied,unsatisfied
Crema/1048_TSI_HAP_XX.wav,happy,satisfied,the surface is slick,satisfied,satisfied
Crema/1048_TSI_NEU_XX.wav,neutral,neutral,the surface is slick,neutral,satisfied
Crema/1048_TSI_SAD_XX.wav,sad,unsatisfied,asercius is like,unsatisfied,satisfied
Crema/1048_WSI_ANG_XX.wav,angry,unsatisfied,we'll stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1048_WSI_DIS_XX.wav,disgust,unsatisfied,we'll stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1048_WSI_FEA_XX.wav,fear,unsatisfied,will stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1048_WSI_HAP_XX.wav,happy,satisfied,we'll stop in a couple of minutes,satisfied,unsatisfied
Crema/1048_WSI_NEU_XX.wav,neutral,neutral,well stop in a couple of minutes,neutral,unsatisfied
Crema/1048_WSI_SAD_XX.wav,sad,unsatisfied,will stop at a couple of minutes,unsatisfied,unsatisfied
Crema/1049_DFA_ANG_XX.wav,angry,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1049_DFA_DIS_XX.wav,disgust,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1049_DFA_FEA_XX.wav,fear,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1049_DFA_HAP_XX.wav,happy,satisfied,don't forget a jacket,satisfied,satisfied
Crema/1049_DFA_NEU_XX.wav,neutral,neutral,don't forget a jacket,neutral,satisfied
Crema/1049_DFA_SAD_XX.wav,sad,unsatisfied,don't forget at jack,unsatisfied,satisfied
Crema/1049_IEO_ANG_HI.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_ANG_LO.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_ANG_MD.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_DIS_HI.wav,disgust,unsatisfied,at eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_DIS_LO.wav,disgust,unsatisfied,its eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_DIS_MD.wav,disgust,unsatisfied,televen o'clock,unsatisfied,unsatisfied
Crema/1049_IEO_FEA_HI.wav,fear,unsatisfied,if yolom in a crock,unsatisfied,unsatisfied
Crema/1049_IEO_FEA_LO.wav,fear,unsatisfied,televen o'clock,unsatisfied,unsatisfied
Crema/1049_IEO_FEA_MD.wav,fear,unsatisfied,seleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_HAP_HI.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1049_IEO_HAP_LO.wav,happy,satisfied,eleven o'clock,satisfied,satisfied
Crema/1049_IEO_HAP_MD.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1049_IEO_NEU_XX.wav,neutral,neutral,eleven o'clock,neutral,satisfied
Crema/1049_IEO_SAD_HI.wav,sad,unsatisfied,till even o'clock,unsatisfied,satisfied
Crema/1049_IEO_SAD_LO.wav,sad,unsatisfied,eleven o'clock,unsatisfied,satisfied
Crema/1049_IEO_SAD_MD.wav,sad,unsatisfied,tolela bac,unsatisfied,unsatisfied
Crema/1049_IOM_ANG_XX.wav,angry,unsatisfied,i am on my way to the meeting,unsatisfied,satisfied
Crema/1049_IOM_DIS_XX.wav,disgust,unsatisfied,am on my way to the meeting,unsatisfied,satisfied
Crema/1049_IOM_FEA_XX.wav,fear,unsatisfied,am on my way to the meeting,unsatisfied,satisfied
Crema/1049_IOM_HAP_XX.wav,happy,satisfied,iam on my way to the meeting,satisfied,unsatisfied
Crema/1049_IOM_NEU_XX.wav,neutral,neutral,i am on my way to the meeting,neutral,satisfied
Crema/1049_IOM_SAD_XX.wav,sad,unsatisfied,i am on my way to the meeting,unsatisfied,satisfied
Crema/1049_ITH_ANG_XX.wav,angry,unsatisfied,i think i had a doctor's appointment,unsatisfied,unsatisfied
Crema/1049_ITH_DIS_XX.wav,disgust,unsatisfied,i think i have a dopted his appointment,unsatisfied,unsatisfied
Crema/1049_ITH_FEA_XX.wav,fear,unsatisfied,think i have a doctor is appointment,unsatisfied,unsatisfied
Crema/1049_ITH_HAP_XX.wav,happy,satisfied,i think i have a doctor's appointment,satisfied,unsatisfied
Crema/1049_ITH_NEU_XX.wav,neutral,neutral,i think i have a doctor's appointment,neutral,unsatisfied
Crema/1049_ITH_SAD_XX.wav,sad,unsatisfied,think i  have a doctor's appointment,unsatisfied,unsatisfied
Crema/1049_ITS_ANG_XX.wav,angry,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1049_ITS_DIS_XX.wav,disgust,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1049_ITS_FEA_XX.wav,fear,unsatisfied,think 've seen this before,unsatisfied,unsatisfied
Crema/1049_ITS_HAP_XX.wav,happy,satisfied,i think i'v seen this before,satisfied,unsatisfied
Crema/1049_ITS_NEU_XX.wav,neutral,neutral,i think i've seen this before,neutral,unsatisfied
Crema/1049_ITS_SAD_XX.wav,sad,unsatisfied,think ia seen this before,unsatisfied,unsatisfied
Crema/1049_IWL_ANG_XX.wav,angry,unsatisfied,i would like a new alarm clock,unsatisfied,unsatisfied
Crema/1049_IWL_DIS_XX.wav,disgust,unsatisfied,i would like a new alarm cleck,unsatisfied,unsatisfied
Crema/1049_IWL_FEA_XX.wav,fear,unsatisfied,i would like it in alarm clock,unsatisfied,satisfied
Crema/1049_IWL_HAP_XX.wav,happy,satisfied,i would like him o alarm clock,satisfied,satisfied
Crema/1049_IWL_NEU_XX.wav,neutral,neutral,i would like a new alarm clock,neutral,unsatisfied
Crema/1049_IWL_SAD_XX.wav,sad,unsatisfied,i would like a new alarm clock,unsatisfied,unsatisfied
Crema/1049_IWW_ANG_XX.wav,angry,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1049_IWW_DIS_XX.wav,disgust,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1049_IWW_FEA_XX.wav,fear,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1049_IWW_HAP_XX.wav,happy,satisfied,i wonder what this is about,satisfied,satisfied
Crema/1049_IWW_NEU_XX.wav,neutral,neutral,i wonder what this is about,neutral,satisfied
Crema/1049_IWW_SAD_XX.wav,sad,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1049_MTI_ANG_XX.wav,angry,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1049_MTI_DIS_XX.wav,disgust,unsatisfied,maybe to morrow it'll be cold,unsatisfied,unsatisfied
Crema/1049_MTI_FEA_XX.wav,fear,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1049_MTI_HAP_XX.wav,happy,satisfied,marry to morrow it will be cold,satisfied,unsatisfied
Crema/1049_MTI_NEU_XX.wav,neutral,neutral,may be to morrow it will be cold,neutral,unsatisfied
Crema/1049_MTI_SAD_XX.wav,sad,unsatisfied,may be to morrow it will be cold,unsatisfied,unsatisfied
Crema/1049_TAI_ANG_XX.wav,angry,unsatisfied,the airoplane is almost fool,unsatisfied,unsatisfied
Crema/1049_TAI_DIS_XX.wav,disgust,unsatisfied,the airplane is almost full,unsatisfied,satisfied
Crema/1049_TAI_FEA_XX.wav,fear,unsatisfied,the air planed is almost full,unsatisfied,satisfied
Crema/1049_TAI_HAP_XX.wav,happy,satisfied,the airplane is almost full,satisfied,satisfied
Crema/1049_TAI_NEU_XX.wav,neutral,neutral,the airplane is almost full,neutral,satisfied
Crema/1049_TAI_SAD_XX.wav,sad,unsatisfied,the airpan is almost full,unsatisfied,satisfied
Crema/1049_TIE_ANG_XX.wav,angry,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1049_TIE_DIS_XX.wav,disgust,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1049_TIE_FEA_XX.wav,fear,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1049_TIE_HAP_XX.wav,happy,satisfied,that is exactly what happened,satisfied,satisfied
Crema/1049_TIE_NEU_XX.wav,neutral,neutral,that is exactly what happened,neutral,satisfied
Crema/1049_TIE_SAD_XX.wav,sad,unsatisfied,that is exactly what happenes,unsatisfied,unsatisfied
Crema/1049_TSI_ANG_XX.wav,angry,unsatisfied,the surface is slick,unsatisfied,satisfied
Crema/1049_TSI_DIS_XX.wav,disgust,unsatisfied,the surface is so like,unsatisfied,satisfied
Crema/1049_TSI_FEA_XX.wav,fear,unsatisfied,sirfaces lik,unsatisfied,unsatisfied
Crema/1049_TSI_HAP_XX.wav,happy,satisfied,the service is slick,satisfied,satisfied
Crema/1049_TSI_NEU_XX.wav,neutral,neutral,the surface is flick,neutral,unsatisfied
Crema/1049_TSI_SAD_XX.wav,sad,unsatisfied,esurface as slick,unsatisfied,satisfied
Crema/1049_WSI_ANG_XX.wav,angry,unsatisfied,we'll stop in a cup,unsatisfied,satisfied
Crema/1049_WSI_DIS_XX.wav,disgust,unsatisfied,we'll stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1049_WSI_FEA_XX.wav,fear,unsatisfied,e'll stop at a couple of minutes,unsatisfied,unsatisfied
Crema/1049_WSI_HAP_XX.wav,happy,satisfied,we'll stop in a couple of minutes,satisfied,unsatisfied
Crema/1049_WSI_NEU_XX.wav,neutral,neutral,well stop in a couple of minutes,neutral,unsatisfied
Crema/1049_WSI_SAD_XX.wav,sad,unsatisfied,will stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1050_DFA_ANG_XX.wav,angry,unsatisfied,don't folkgil a jacket,unsatisfied,unsatisfied
Crema/1050_DFA_DIS_XX.wav,disgust,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1050_DFA_FEA_XX.wav,fear,unsatisfied,don't forget the jacket,unsatisfied,satisfied
Crema/1050_DFA_HAP_XX.wav,happy,satisfied,don't forget a jacket,satisfied,satisfied
Crema/1050_DFA_NEU_XX.wav,neutral,neutral,don't forget a jacket,neutral,satisfied
Crema/1050_DFA_SAD_XX.wav,sad,unsatisfied,don't forget a jack,unsatisfied,satisfied
Crema/1050_IEO_ANG_HI.wav,angry,unsatisfied,is a leven what aat,unsatisfied,unsatisfied
Crema/1050_IEO_ANG_LO.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1050_IEO_ANG_MD.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1050_IEO_DIS_HI.wav,disgust,unsatisfied,it's eleven oclock,unsatisfied,satisfied
Crema/1050_IEO_DIS_LO.wav,disgust,unsatisfied,its eleven o'clock,unsatisfied,satisfied
Crema/1050_IEO_DIS_MD.wav,disgust,unsatisfied,its eleven o' clock,unsatisfied,satisfied
Crema/1050_IEO_FEA_HI.wav,fear,unsatisfied,thet the leve in a bosarat,unsatisfied,unsatisfied
Crema/1050_IEO_FEA_LO.wav,fear,unsatisfied,itlevel cock,unsatisfied,unsatisfied
Crema/1050_IEO_FEA_MD.wav,fear,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1050_IEO_HAP_HI.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1050_IEO_HAP_LO.wav,happy,satisfied,it's eleven a'clock,satisfied,satisfied
Crema/1050_IEO_HAP_MD.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1050_IEO_NEU_XX.wav,neutral,neutral,it's eleven o'clock,neutral,satisfied
Crema/1050_IEO_SAD_HI.wav,sad,unsatisfied,isetclock,unsatisfied,unsatisfied
Crema/1050_IEO_SAD_LO.wav,sad,unsatisfied,seleven o'clock,unsatisfied,satisfied
Crema/1050_IEO_SAD_MD.wav,sad,unsatisfied,seeven o'clock,unsatisfied,satisfied
Crema/1050_IOM_ANG_XX.wav,angry,unsatisfied,i'm on my way to the meeting,unsatisfied,satisfied
Crema/1050_IOM_DIS_XX.wav,disgust,unsatisfied,i'm on my way to the meeting,unsatisfied,satisfied
Crema/1050_IOM_FEA_XX.wav,fear,unsatisfied,iam on the way to the meeting,unsatisfied,unsatisfied
Crema/1050_IOM_HAP_XX.wav,happy,satisfied,i wonl not went to the meeting,satisfied,unsatisfied
Crema/1050_IOM_NEU_XX.wav,neutral,neutral,i'm on my way to the mi,neutral,satisfied
Crema/1050_IOM_SAD_XX.wav,sad,unsatisfied,am in no way t,unsatisfied,unsatisfied
Crema/1050_ITH_ANG_XX.wav,angry,unsatisfied,i think i have at thatas appointment,unsatisfied,satisfied
Crema/1050_ITH_DIS_XX.wav,disgust,unsatisfied,i beg  i have a doctor's apourtment t,unsatisfied,unsatisfied
Crema/1050_ITH_FEA_XX.wav,fear,unsatisfied,think i have a doubt is appointment,unsatisfied,unsatisfied
Crema/1050_ITH_HAP_XX.wav,happy,satisfied,i think i have a doupt dis appointment,satisfied,unsatisfied
Crema/1050_ITH_NEU_XX.wav,neutral,neutral,i think i have adopt disappointment,neutral,unsatisfied
Crema/1050_ITH_SAD_XX.wav,sad,unsatisfied,i think i have dac tor suppo,unsatisfied,unsatisfied
Crema/1050_ITS_ANG_XX.wav,angry,unsatisfied,i think i've seen this befoer,unsatisfied,unsatisfied
Crema/1050_ITS_DIS_XX.wav,disgust,unsatisfied,i think i've seen this be,unsatisfied,satisfied
Crema/1050_ITS_FEA_XX.wav,fear,unsatisfied,i think i seen this before,unsatisfied,unsatisfied
Crema/1050_ITS_HAP_XX.wav,happy,satisfied,i think i've seen this besore,satisfied,satisfied
Crema/1050_ITS_NEU_XX.wav,neutral,neutral,i think i've seen this before,neutral,unsatisfied
Crema/1050_ITS_SAD_XX.wav,sad,unsatisfied,i think tat so espchr,unsatisfied,unsatisfied
Crema/1050_IWL_ANG_XX.wav,angry,unsatisfied,i would like a new alarm trat,unsatisfied,unsatisfied
Crema/1050_IWL_DIS_XX.wav,disgust,unsatisfied,i would like anew alarn clock,unsatisfied,unsatisfied
Crema/1050_IWL_FEA_XX.wav,fear,unsatisfied,i would like i knew alarm clock,unsatisfied,unsatisfied
Crema/1050_IWL_HAP_XX.wav,happy,satisfied,i would like a new orlan clock,satisfied,satisfied
Crema/1050_IWL_NEU_XX.wav,neutral,neutral,i would like on you a marclok,neutral,satisfied
Crema/1050_IWL_SAD_XX.wav,sad,unsatisfied,i would like a mula cak,unsatisfied,unsatisfied
Crema/1050_IWW_ANG_XX.wav,angry,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1050_IWW_DIS_XX.wav,disgust,unsatisfied,i wonder what this is about,unsatisfied,satisfied
Crema/1050_IWW_FEA_XX.wav,fear,unsatisfied,i wonder wat this is about,unsatisfied,satisfied
Crema/1050_IWW_HAP_XX.wav,happy,satisfied,i wonder what this is about,satisfied,satisfied
Crema/1050_IWW_NEU_XX.wav,neutral,neutral,i wonder what this is about,neutral,satisfied
Crema/1050_IWW_SAD_XX.wav,sad,unsatisfied,i want tosabout,unsatisfied,unsatisfied
Crema/1050_MTI_ANG_XX.wav,angry,unsatisfied,marry tomorrow it will be told,unsatisfied,satisfied
Crema/1050_MTI_DIS_XX.wav,disgust,unsatisfied,maybe to morrow it will be cold,unsatisfied,unsatisfied
Crema/1050_MTI_FEA_XX.wav,fear,unsatisfied,meyry to morrow it will be cold,unsatisfied,unsatisfied
Crema/1050_MTI_HAP_XX.wav,happy,satisfied,maybe to morrow it will be cold,satisfied,unsatisfied
Crema/1050_MTI_NEU_XX.wav,neutral,neutral,maybe to morrow it will be cold,neutral,unsatisfied
Crema/1050_MTI_SAD_XX.wav,sad,unsatisfied,maybe to morrow it will be called,unsatisfied,satisfied
Crema/1050_TAI_ANG_XX.wav,angry,unsatisfied,the airplane is almost full,unsatisfied,satisfied
Crema/1050_TAI_DIS_XX.wav,disgust,unsatisfied,the air plan is all most full,unsatisfied,satisfied
Crema/1050_TAI_FEA_XX.wav,fear,unsatisfied,the airplane is almost full,unsatisfied,satisfied
Crema/1050_TAI_HAP_XX.wav,happy,satisfied,the airplane is almost full,satisfied,satisfied
Crema/1050_TAI_NEU_XX.wav,neutral,neutral,the airpline is almost full,neutral,satisfied
Crema/1050_TAI_SAD_XX.wav,sad,unsatisfied,the airpline is almost full,unsatisfied,satisfied
Crema/1050_TIE_ANG_XX.wav,angry,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1050_TIE_DIS_XX.wav,disgust,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1050_TIE_FEA_XX.wav,fear,unsatisfied,that is exactly what happened,unsatisfied,satisfied
Crema/1050_TIE_HAP_XX.wav,happy,satisfied,that is exactly what happened,satisfied,satisfied
Crema/1050_TIE_NEU_XX.wav,neutral,neutral,that is exactly what happened,neutral,satisfied
Crema/1050_TIE_SAD_XX.wav,sad,unsatisfied,that is exacty what happened,unsatisfied,unsatisfied
Crema/1050_TSI_ANG_XX.wav,angry,unsatisfied,the suffrece is flit,unsatisfied,unsatisfied
Crema/1050_TSI_DIS_XX.wav,disgust,unsatisfied,the surges is slake,unsatisfied,unsatisfied
Crema/1050_TSI_FEA_XX.wav,fear,unsatisfied,the serface sleek,unsatisfied,satisfied
Crema/1050_TSI_HAP_XX.wav,happy,satisfied,the surface is slick,satisfied,satisfied
Crema/1050_TSI_NEU_XX.wav,neutral,neutral,the surface is slike,neutral,unsatisfied
Crema/1050_TSI_SAD_XX.wav,sad,unsatisfied,the setus islic,unsatisfied,unsatisfied
Crema/1050_WSI_ANG_XX.wav,angry,unsatisfied,wust that ben a tople of minutes,unsatisfied,unsatisfied
Crema/1050_WSI_DIS_XX.wav,disgust,unsatisfied,we'll stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1050_WSI_FEA_XX.wav,fear,unsatisfied,stop in a couple of minutes,unsatisfied,unsatisfied
Crema/1050_WSI_HAP_XX.wav,happy,satisfied,we'll stop in a couple of minutes,satisfied,unsatisfied
Crema/1050_WSI_NEU_XX.wav,neutral,neutral,we'll stop in a couple of minutes,neutral,unsatisfied
Crema/1050_WSI_SAD_XX.wav,sad,unsatisfied,will stop in a couple of les,unsatisfied,satisfied
Crema/1051_DFA_ANG_XX.wav,angry,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1051_DFA_DIS_XX.wav,disgust,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1051_DFA_FEA_XX.wav,fear,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1051_DFA_HAP_XX.wav,happy,satisfied,don't forget a jacket,satisfied,satisfied
Crema/1051_DFA_NEU_XX.wav,neutral,neutral,don't forget a jacket,neutral,satisfied
Crema/1051_DFA_SAD_XX.wav,sad,unsatisfied,don't forget a jacket,unsatisfied,satisfied
Crema/1051_IEO_ANG_HI.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_ANG_LO.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_ANG_MD.wav,angry,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_DIS_HI.wav,disgust,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_DIS_LO.wav,disgust,unsatisfied,eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_DIS_MD.wav,disgust,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_FEA_HI.wav,fear,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_FEA_LO.wav,fear,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_FEA_MD.wav,fear,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_HAP_HI.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1051_IEO_HAP_LO.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1051_IEO_HAP_MD.wav,happy,satisfied,it's eleven o'clock,satisfied,satisfied
Crema/1051_IEO_NEU_XX.wav,neutral,neutral,it's eleven o'clock,neutral,satisfied
Crema/1051_IEO_SAD_HI.wav,sad,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_SAD_LO.wav,sad,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IEO_SAD_MD.wav,sad,unsatisfied,it's eleven o'clock,unsatisfied,satisfied
Crema/1051_IOM_ANG_XX.wav,angry,unsatisfied,i'm on my way to the meeting,unsatisfied,satisfied
Crema/1051_IOM_DIS_XX.wav,disgust,unsatisfied,i am on my way to the meeting,unsatisfied,satisfied
Crema/1051_IOM_FEA_XX.wav,fear,unsatisfied,i'm on my way to the meeting,unsatisfied,satisfied
Crema/1051_IOM_HAP_XX.wav,happy,satisfied,amon my way tat the meeting,satisfied,satisfied
Crema/1051_IOM_NEU_XX.wav,neutral,neutral,i'm on my way to me,neutral,satisfied
Crema/1051_IOM_SAD_XX.wav,sad,unsatisfied,iam on my way the meeting,unsatisfied,unsatisfied
Crema/1051_ITH_ANG_XX.wav,angry,unsatisfied,i think i have a doctor's appointment,unsatisfied,unsatisfied
Crema/1051_ITH_DIS_XX.wav,disgust,unsatisfied,i think i have a doucter's appointment,unsatisfied,unsatisfied
Crema/1051_ITH_FEA_XX.wav,fear,unsatisfied,i think i have a doctor's appointment,unsatisfied,unsatisfied
Crema/1051_ITH_HAP_XX.wav,happy,satisfied,i think i have a doctor's appointment,satisfied,unsatisfied
Crema/1051_ITH_NEU_XX.wav,neutral,neutral,i think i have a doptor's appointment,neutral,unsatisfied
Crema/1051_ITH_SAD_XX.wav,sad,unsatisfied,i think i have tha doctor's upontment,unsatisfied,unsatisfied
Crema/1051_ITS_ANG_XX.wav,angry,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1051_ITS_DIS_XX.wav,disgust,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1051_ITS_FEA_XX.wav,fear,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1051_ITS_HAP_XX.wav,happy,satisfied,i think i've seen this before,satisfied,unsatisfied
Crema/1051_ITS_NEU_XX.wav,neutral,neutral,i think i've seen this before,neutral,unsatisfied
Crema/1051_ITS_SAD_XX.wav,sad,unsatisfied,i think i've seen this before,unsatisfied,unsatisfied
Crema/1051_IWL_ANG_XX.wav,angry,unsatisfied,i would like a new alarm clark,unsatisfied,unsatisfied
Crema/1051_IWL_DIS_XX.wav,disgust,unsatisfied,u like a new alarm clock,unsatisfied,satisfied
Crema/1051_IWL_FEA_XX.wav,fear,unsatisfied,i would like a new alon clock,unsatisfied,satisfied
Crema/1051_IWL_HAP_XX.wav,happy,satisfied,i would like a new alarm clock,satisfied,unsatisfied
Crema/1051_IWL_NEU_XX.wav,neutral,neutral,i would like a now alarm clock,neutral,unsatisfied
Crema/1051_IWL_SAD_XX.wav,sad,unsatisfied,i would like a new alarm clock,unsatisfied,unsatisfied
